100 2.10847e-10
200 1.90141e-11
300 3.98783e-12
400 1.19066e-12
500 4.31787e-13
600 1.77133e-13
700 7.91343e-14
800 3.76367e-14
900 1.87807e-14
1000 9.73557e-15
