100 3.84869e-13
200 3.31157e-14
300 6.34948e-15
400 2.66641e-15
500 1.52232e-15
600 8.87664e-16
700 5.08823e-16
800 2.88905e-16
900 1.64435e-16
1000 9.43062e-17
