100 6.85324e-13
200 2.72321e-14
300 -4.09996e-15
400 -2.99197e-15
500 -1.33844e-15
600 -5.64411e-16
700 -2.41978e-16
800 -1.07538e-16
900 -4.94196e-17
1000 -2.33481e-17
