100 5.60867e-10
200 4.81397e-11
300 1.04133e-11
400 3.25626e-12
500 1.16604e-12
600 4.67037e-13
700 2.04445e-13
800 9.57344e-14
900 4.71968e-14
1000 2.42249e-14
