100 4.13957e-13
200 8.31412e-15
300 -7.39994e-15
400 -4.35153e-15
500 -2.08601e-15
600 -9.84405e-16
700 -4.76545e-16
800 -2.38703e-16
900 -1.23754e-16
1000 -6.61e-17
