100 1.6466e-13
200 1.44301e-14
300 2.78553e-15
400 1.17261e-15
500 6.70273e-16
600 3.91462e-16
700 2.24835e-16
800 1.27937e-16
900 7.2979e-17
1000 4.19422e-17
