# mass(GeV) | lo(fb) | +-PDFerr | nlo(fb) | +-PDFerr | hadronside(fb)| +-PDFerr | sleptonside(fb) | +-PDFerr | ratio | +-PDFerr
100 80.9344 1.56899 1.9107 0.0710442 0.258085 0.00646057 1.65262 0.0702546 0.023608 0.000885855
200 7.3895 0.183726 0.168091 0.0039944 0.0242751 0.000677176 0.143816 0.00346107 0.0227472 8.3857e-05
300 1.5557 0.0489417 0.0350289 0.00104871 0.0052563 0.000151174 0.0297726 0.000908497 0.0225165 0.000109915
400 0.463855 0.0170651 0.010343 0.000361786 0.00162227 6.58813e-05 0.00872071 0.000304351 0.0222979 0.000111788
500 0.168287 0.00776304 0.00373717 0.000162359 0.000627688 2.76481e-05 0.00310948 0.000135679 0.0222071 0.000204788
600 0.0689638 0.00431222 0.00153939 7.9619e-05 0.000271605 1.38029e-05 0.00126778 6.63498e-05 0.0223217 0.000491498
700 0.0309197 0.00205014 0.000695619 4.32893e-05 0.000126816 8.43323e-06 0.000568803 3.58104e-05 0.0224976 0.000180307
800 0.0146747 0.00121687 0.000332747 2.49914e-05 6.33561e-05 4.41536e-06 0.000269391 2.0665e-05 0.022675 0.00020914
900 0.00730876 0.000761986 0.000167493 1.57216e-05 3.35523e-05 3.36193e-06 0.00013394 1.27021e-05 0.0229167 0.000361099
1000 0.00378613 0.000498502 8.73836e-05 9.92429e-06 1.80463e-05 1.80494e-06 6.93374e-05 8.18396e-06 0.02308 0.000489334
