# SLEPTON_MASS = 100
# mu/mass | lo(fb) | nlo(fb) | hadronside(fb)| sleptonside(fb)
0.25 209.806 212.729 209.974 212.561
0.5 221.067 225.344 221.46 224.952
1 229.518 235.189 230.171 234.536
2 235.745 242.83 236.685 241.89
4 240.347 248.659 241.408 247.598
