# mass(GeV) | lo(fb) | lo_scale- | lo_scale+ | lo_pdf_err | nlo(fb) | nlo_scale- | nlo_scale+ | nlo_pdf_err
300 34.723 33.5481 35.6573 0.562795 35.5792 34.3401 36.5762 0.576715
400 13.1119 12.8974 13.2561 0.226685 13.4338 13.1993 13.5975 0.232285
500 6.01205 5.99069 6.0098 0.111161 6.15911 6.13001 6.16448 0.113914
600 3.12127 3.09272 3.14146 0.0618378 3.19738 3.17231 3.214 0.0633477
700 1.76669 1.73798 1.79262 0.0374026 1.80965 1.78271 1.83377 0.0383066
800 1.06568 1.04202 1.08875 0.0241161 1.09153 1.06884 1.1136 0.0247004
900 0.674942 0.656502 0.693619 0.016299 0.69129 0.673417 0.709384 0.0166905
1000 0.444291 0.430166 0.458921 0.011448 0.455039 0.441261 0.46931 0.0117207
