# SLEPTON_MASS = 500
# mu/mass | lo(fb) | nlo(fb) | hadronside(fb)| sleptonside(fb)
0.25 0.490396 0.500315 0.490137 0.500574
0.5 0.455836 0.465934 0.456468 0.465302
1 0.425325 0.435593 0.426756 0.434162
2 0.398232 0.408657 0.400379 0.40651
4 0.374015 0.384588 0.376808 0.381795
