# SLEPTON_MASS = 800
# mu/mass | lo(fb) | nlo(fb) | hadronside(fb)| sleptonside(fb)
0.125 0.0576287 0.0586337 0.0574458 0.0588166
0.25 0.0518551 0.0528798 0.0518093 0.0529256
0.5 0.0470036 0.0480445 0.047073 0.0479752
1 0.0428763 0.0439303 0.0430431 0.0437635
2 0.0393271 0.0403916 0.0395768 0.0401418
4 0.0362466 0.0373193 0.0365676 0.0369983
8 0.033552 0.0346309 0.0339344 0.0342485
