# SLEPTON_MASS = 500
# mu/mass | lo(fb) | nlo(fb) | hadronside(fb)| sleptonside(fb)
0.25 0.425325 0.438407 0.426756 0.436977
0.5 0.425325 0.437 0.426756 0.43557
1 0.425325 0.435593 0.426756 0.434162
2 0.425325 0.434186 0.426756 0.432755
4 0.425325 0.432779 0.426756 0.431349
