# mass(GeV) | lo(fb) | +-PDFerr | nlo(fb) | +-PDFerr
100 221.467 3.99648 226.883 4.09942
200 19.2794 0.461149 19.7471 0.472083
300 3.99722 0.121302 4.09348 0.123983
400 1.18137 0.0429148 1.20972 0.0438927
500 0.42573 0.0191313 0.435983 0.0195694
600 0.173478 0.00976092 0.177678 0.00996417
700 0.0773212 0.00497733 0.0792104 0.00508897
800 0.0365339 0.00289811 0.0374347 0.00296246
900 0.0180972 0.00179434 0.0185482 0.00183335
1000 0.00932447 0.0011644 0.00955906 0.00118946
