# SLEPTON_MASS = 700
# mu/mass | lo(fb) | nlo(fb) | hadronside(fb)| sleptonside(fb)
0.25 0.0923893 0.094007 0.0923141 0.0940823
0.5 0.0841481 0.0858121 0.0842692 0.0856909
1 0.0770931 0.0787967 0.0773823 0.0785075
2 0.0709942 0.0727315 0.0714282 0.0722975
4 0.0656761 0.0674418 0.0662354 0.0668825
