100 4.54345e-13
200 1.96738e-14
300 2.78711e-15
400 6.34696e-16
500 1.87136e-16
600 6.49125e-17
700 2.51755e-17
800 1.05922e-17
900 4.74194e-18
1000 2.22956e-18
